-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 08/15/1994 through 08/15/2024 
Location: Latitude  40.7417   Longitude 22.8516 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 233.19 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M                    MERRA-2 Temperature at 2 Meters (C) 
QV2M                   MERRA-2 Specific Humidity at 2 Meters (g/kg) 
WS10M                  MERRA-2 Wind Speed at 10 Meters (m/s) 
WD10M                  MERRA-2 Wind Direction at 10 Meters (Degrees) 
ALLSKY_SFC_SW_DNI      CERES SYN1deg All Sky Surface Shortwave Downward Direct Normal Irradiance (kW-hr/m^2/day) 
ALLSKY_SFC_SW_DIFF     CERES SYN1deg All Sky Surface Shortwave Diffuse Irradiance (kW-hr/m^2/day) 
-END HEADER-
YEAR,MO,DY,T2M,QV2M,WS10M,WD10M,ALLSKY_SFC_SW_DNI,ALLSKY_SFC_SW_DIFF
2011,7,20,29.76,11.41,4.36,165.44,6.09,2.8
2011,7,21,27.75,7.75,5.46,321.69,11.39,0.89
2011,7,22,27.43,7.39,2.1,224.88,10.08,1.33
2011,7,23,27.12,8.18,2.62,251.75,5.52,3.07
2011,7,24,27.56,10.01,2.8,116.94,7.97,2.0
2011,7,25,27.58,11.84,3.61,135.81,6.66,2.5
2011,7,26,26.8,11.11,3.36,224.94,5.73,2.68
2011,7,27,27.74,9.89,2.32,235.75,9.27,1.51
2011,7,28,28.24,9.77,2.22,141.38,9.84,1.22
2011,7,29,28.48,11.54,2.51,152.38,5.14,2.62
2011,7,30,27.8,9.46,3.76,319.31,9.18,1.52
2011,7,31,26.66,9.95,2.91,204.88,7.45,1.91
2011,8,1,26.96,11.17,1.76,183.81,5.2,2.5
2011,8,2,26.44,10.86,2.03,152.44,6.38,2.45
2011,8,3,27.06,10.25,1.7,176.31,7.19,2.09
2011,8,4,27.54,10.56,2.39,139.75,7.2,2.23
2011,8,5,26.91,12.21,2.18,129.25,4.83,2.2
2011,8,6,25.69,11.66,2.48,131.0,6.27,2.44
2011,8,7,26.37,11.54,2.48,137.38,7.22,2.01
2011,8,8,27.53,12.39,2.53,143.38,8.87,1.42
2011,8,9,28.62,12.82,2.16,141.94,9.05,1.32
2011,8,10,26.39,12.7,3.74,214.88,4.44,2.1
2011,8,11,22.61,8.73,5.2,272.94,9.63,1.25
2011,8,12,22.79,7.57,2.47,264.31,10.75,0.87
2011,8,13,24.83,8.12,1.64,167.75,9.94,1.18
2011,8,14,26.08,10.07,2.04,154.81,7.95,1.79
2011,8,15,27.01,11.17,2.2,135.94,6.92,1.78
2011,8,16,28.2,10.74,1.91,100.88,6.51,1.93
2011,8,17,28.82,10.86,2.17,97.25,7.18,1.86
2011,8,18,28.3,11.47,2.55,112.94,6.65,2.01
2011,8,19,27.13,11.54,2.75,148.06,6.85,1.99
2011,8,20,27.85,10.68,1.7,111.56,8.9,1.22
2011,8,21,28.79,10.44,2.6,179.44,7.68,1.62
2011,8,22,27.48,9.95,2.73,130.94,7.8,1.69
2011,8,23,27.89,9.7,2.1,123.19,8.98,1.15
2011,8,24,28.46,10.01,2.24,118.38,8.72,1.29
2011,8,25,28.81,10.19,2.61,122.62,8.4,1.37
2011,8,26,27.14,10.38,3.71,107.94,8.32,1.43
2011,8,27,24.51,8.18,3.23,110.19,8.95,1.29
2011,8,28,24.23,8.42,2.89,112.38,8.69,1.33
2011,8,29,24.48,7.39,2.26,116.25,9.37,1.2
2011,8,30,25.51,9.03,2.26,168.06,8.34,1.24
2011,8,31,25.62,11.17,2.41,117.56,2.38,2.38
2011,9,1,27.08,10.13,2.11,230.88,6.32,1.88
2011,9,2,27.62,10.13,1.65,154.38,5.75,1.97
2011,9,3,27.06,9.83,1.95,151.38,6.32,2.02
2011,9,4,25.79,10.13,2.66,132.0,6.36,1.76
2011,9,5,25.87,10.25,2.66,139.0,7.24,1.5
2011,9,6,25.99,10.8,2.02,148.56,3.14,2.58
2011,9,7,22.46,12.02,1.96,168.06,1.18,2.44
2011,9,8,24.49,11.66,1.95,189.06,6.35,1.83
2011,9,9,25.89,11.9,1.52,216.19,7.8,1.25
2011,9,10,24.75,11.23,2.38,132.25,8.46,1.06
2011,9,11,25.23,11.54,1.93,108.75,8.17,1.06
2011,9,12,25.37,11.6,1.99,138.0,6.97,1.44
2011,9,13,26.11,10.13,1.98,96.38,8.4,1.08
2011,9,14,26.75,8.48,2.05,120.5,8.2,1.11
2011,9,15,27.21,8.79,1.59,129.31,7.3,1.27
2011,9,16,26.58,8.24,2.24,107.06,6.83,1.45
2011,9,17,26.57,9.09,2.05,112.25,5.71,1.73
2011,9,18,25.83,9.46,2.82,134.94,4.51,2.0
2011,9,19,23.73,10.8,4.15,137.12,3.53,2.37
2011,9,20,22.02,11.66,6.6,112.56,0.97,1.69
2011,9,21,20.0,12.27,6.05,70.88,0.55,1.02
2011,9,22,20.04,10.01,3.31,188.94,2.61,1.94
2011,9,23,20.93,7.32,2.01,238.88,8.23,1.02
2011,9,24,21.54,8.18,1.56,103.94,6.21,1.58
2011,9,25,22.01,8.97,2.38,88.25,5.52,1.56
2011,9,26,20.27,9.58,3.8,99.56,1.96,2.31
2011,9,27,18.62,7.81,3.62,85.81,6.39,1.57
2011,9,28,18.46,7.39,2.84,121.56,8.39,0.92
2011,9,29,19.53,6.77,2.52,186.5,8.46,0.81
2011,9,30,18.76,7.45,3.34,203.31,7.31,1.06
2011,10,1,19.1,8.36,1.58,115.69,5.62,1.39
2011,10,2,19.76,8.61,2.09,145.56,6.28,1.28
2011,10,3,19.15,9.4,2.36,118.56,4.63,1.71
2011,10,4,19.44,9.77,1.66,232.88,7.09,1.05
2011,10,5,19.98,9.09,1.54,211.31,7.24,0.97
2011,10,6,19.8,8.67,1.77,253.56,7.33,0.93
2011,10,7,19.98,9.46,2.05,165.25,5.92,1.23
2011,10,8,20.32,9.89,3.95,197.38,0.98,1.89
2011,10,9,13.7,6.47,6.1,304.5,2.81,2.02
2011,10,10,8.62,6.1,6.09,122.19,0.57,1.09
2011,10,11,12.64,6.04,3.09,200.19,2.47,1.51
2011,10,12,15.29,7.45,3.65,321.06,3.62,1.71
2011,10,13,17.92,8.85,2.31,209.38,5.69,1.32
2011,10,14,13.94,7.69,3.77,105.31,0.53,0.83
2011,10,15,9.48,6.23,4.15,40.88,0.54,1.03
2011,10,16,9.22,4.7,3.59,37.56,1.81,1.62
2011,10,17,6.75,3.54,4.88,311.56,4.67,1.57
2011,10,18,8.07,3.48,2.75,288.44,8.42,0.6
2011,10,19,10.83,3.78,2.32,266.19,8.46,0.64
2011,10,20,12.68,5.55,1.92,173.25,8.48,0.57
2011,10,21,13.48,6.96,1.44,158.94,7.16,0.82
2011,10,22,12.97,7.02,2.82,89.56,4.69,1.3
2011,10,23,12.36,6.96,3.39,87.0,0.56,0.85
2011,10,24,12.44,6.77,3.23,90.62,0.71,1.34
2011,10,25,11.65,6.71,3.62,85.06,1.42,1.31
2011,10,26,11.15,5.98,3.59,86.69,0.95,1.5
2011,10,27,9.28,5.0,4.14,86.5,2.25,1.25
2011,10,28,8.74,4.7,2.59,84.0,4.82,1.45
2011,10,29,8.87,5.13,2.64,84.06,5.69,1.16
2011,10,30,8.69,5.0,2.24,84.19,5.1,1.19
2011,10,31,9.15,5.31,1.79,101.94,6.81,0.81
2011,11,1,9.83,5.49,1.46,195.94,6.52,0.82
2011,11,2,10.45,5.62,1.95,89.06,6.17,0.84
2011,11,3,10.21,5.8,2.04,78.31,5.72,0.96
2011,11,4,9.4,5.8,2.03,100.44,4.13,1.11
2011,11,5,9.65,5.92,1.69,81.94,3.65,1.21
2011,11,6,8.15,5.86,2.53,65.25,2.83,1.34
2011,11,7,9.35,6.41,3.7,84.0,0.45,0.67
2011,11,8,9.98,6.16,1.95,93.5,0.52,0.67
2011,11,9,10.69,6.77,2.23,278.88,2.04,1.56
2011,11,10,11.52,7.32,3.22,164.31,0.65,1.0
2011,11,11,8.37,5.31,6.02,88.38,0.36,0.29
2011,11,12,4.44,3.23,4.7,73.25,0.49,0.66
2011,11,13,4.98,3.17,4.35,45.69,2.61,1.01
2011,11,14,4.92,3.42,4.26,45.19,1.85,1.1
2011,11,15,4.12,3.17,2.23,51.62,6.38,0.73
2011,11,16,5.33,3.48,1.86,166.69,6.58,0.64
2011,11,17,5.2,4.03,2.54,79.69,5.11,0.87
2011,11,18,6.24,4.03,1.27,147.62,5.28,0.81
2011,11,19,5.93,3.48,1.57,250.75,5.91,0.69
2011,11,20,6.35,3.78,1.66,114.12,5.61,0.76
2011,11,21,6.71,4.52,1.62,77.25,4.87,0.82
2011,11,22,7.52,5.25,1.08,120.0,0.87,1.44
2011,11,23,8.4,5.8,2.47,79.0,0.46,0.59
2011,11,24,6.71,5.07,3.5,68.0,0.5,0.79
2011,11,25,6.06,4.33,3.05,87.88,0.46,0.57
2011,11,26,5.22,4.27,2.19,196.06,2.96,0.98
2011,11,27,4.1,3.72,2.2,331.44,6.12,0.61
2011,11,28,6.61,3.54,2.8,306.62,6.94,0.47
2011,11,29,6.65,4.7,2.86,54.12,2.31,1.2
2011,11,30,6.99,4.76,1.7,201.31,6.04,0.57
2011,12,1,7.33,3.91,1.98,293.0,6.52,0.53
2011,12,2,7.44,5.31,1.76,96.81,4.53,0.85
2011,12,3,7.4,5.49,1.55,223.06,5.49,0.69
2011,12,4,8.51,6.04,1.61,137.94,4.16,0.86
2011,12,5,10.44,7.08,2.18,211.0,2.28,0.94
2011,12,6,11.73,7.93,3.82,201.81,0.95,0.81
2011,12,7,7.48,6.04,3.55,308.75,0.43,0.63
2011,12,8,5.3,3.97,4.58,319.12,5.54,0.53
2011,12,9,4.73,3.17,2.78,255.06,6.95,0.45
2011,12,10,7.8,4.39,1.44,102.06,4.15,0.8
2011,12,11,9.33,6.35,1.21,136.5,0.75,1.2
2011,12,12,10.84,7.2,1.62,130.38,1.24,1.04
2011,12,13,9.86,6.77,1.29,170.94,1.34,0.98
2011,12,14,8.72,6.23,2.07,267.81,4.47,0.81
2011,12,15,8.17,5.43,1.84,222.06,1.39,1.28
2011,12,16,9.3,5.74,4.18,249.88,6.58,0.39
2011,12,17,10.42,6.77,4.4,214.06,2.01,0.76
2011,12,18,6.57,4.76,3.84,216.12,3.66,0.95
2011,12,19,6.98,6.04,4.3,87.69,0.5,0.76
2011,12,20,7.27,5.68,2.68,219.44,1.37,1.0
2011,12,21,3.58,3.78,3.2,230.88,2.1,0.94
2011,12,22,4.75,5.25,6.68,67.19,0.31,0.33
2011,12,23,2.76,3.54,4.38,148.31,0.38,0.43
2011,12,24,0.31,2.75,2.16,252.38,4.62,0.72
2011,12,25,1.52,3.11,1.78,43.25,4.65,0.76
2011,12,26,2.12,3.3,2.61,43.81,2.69,0.92
2011,12,27,1.09,3.42,2.65,134.44,5.29,0.64
2011,12,28,0.9,3.23,3.02,265.38,6.27,0.55
2011,12,29,2.3,3.85,2.02,75.06,3.55,0.93
2011,12,30,1.98,4.21,2.45,21.25,0.93,1.08
2011,12,31,2.46,4.09,4.27,288.0,0.59,0.62
2012,1,1,1.13,3.3,2.68,293.56,6.09,0.57
2012,1,2,1.77,2.99,1.94,251.62,6.85,0.44
2012,1,3,3.99,3.66,1.66,179.19,6.92,0.4
2012,1,4,4.65,4.21,1.52,246.25,6.82,0.46
2012,1,5,5.01,5.07,2.27,223.69,4.62,0.81
2012,1,6,9.08,7.2,6.69,182.44,0.34,0.36
2012,1,7,5.05,4.21,7.09,348.12,0.41,0.5
2012,1,8,1.23,3.23,3.91,325.69,1.49,1.4
2012,1,9,2.04,3.42,3.73,213.69,2.01,1.03
2012,1,10,1.15,3.3,3.02,252.5,3.44,0.85
2012,1,11,0.97,3.23,3.69,245.44,5.0,0.72
2012,1,12,0.8,3.23,3.23,332.38,2.75,0.91
2012,1,13,2.83,3.6,2.91,324.0,6.58,0.56
2012,1,14,2.27,3.42,4.12,337.62,0.69,0.72
2012,1,15,0.14,2.69,4.98,331.0,5.25,0.74
2012,1,16,-0.98,2.38,5.07,335.38,5.83,0.76
2012,1,17,-2.1,2.14,3.83,336.12,6.98,0.54
2012,1,18,-0.77,2.44,4.31,332.81,5.42,0.74
2012,1,19,0.05,2.62,2.76,308.94,6.48,0.6
2012,1,20,3.87,3.6,2.2,266.5,0.75,1.17
2012,1,21,3.64,4.15,6.73,278.56,5.09,0.78
2012,1,22,2.55,3.05,3.4,320.81,4.14,1.04
2012,1,23,6.12,4.46,1.88,236.38,7.05,0.56
2012,1,24,6.08,5.92,1.84,141.44,0.42,0.55
2012,1,25,3.51,4.7,3.7,328.12,0.78,0.82
2012,1,26,1.44,3.3,5.49,325.19,1.17,1.02
2012,1,27,0.51,2.75,1.46,182.0,4.19,1.18
2012,1,28,0.73,3.11,2.95,100.12,1.69,0.93
2012,1,29,-0.04,2.75,5.24,89.88,0.54,0.73
2012,1,30,-2.1,2.08,5.38,86.88,1.69,1.52
2012,1,31,-2.85,1.89,3.4,70.0,7.11,0.64
2012,2,1,-2.52,2.2,6.09,100.25,0.64,1.36
2012,2,2,-0.17,3.36,7.33,85.69,0.5,0.57
2012,2,3,1.59,4.09,6.12,86.0,0.36,0.4
2012,2,4,8.61,6.53,6.31,131.06,0.66,0.9
2012,2,5,8.71,6.96,3.01,170.81,1.1,1.54
2012,2,6,4.65,5.0,7.5,172.25,0.35,0.32
2012,2,7,3.01,4.09,11.84,64.5,0.42,0.5
2012,2,8,-1.63,2.26,6.35,56.31,0.72,1.01
2012,2,9,-1.56,2.2,4.74,78.75,1.04,1.35
2012,2,10,-0.73,2.87,6.92,89.88,0.48,0.76
2012,2,11,0.8,3.66,7.28,86.44,0.5,0.51
2012,2,12,3.17,4.64,6.48,85.19,0.39,0.48
2012,2,13,5.1,5.13,4.87,231.75,1.6,1.12
2012,2,14,-0.54,2.99,3.98,337.62,1.05,1.56
2012,2,15,1.12,3.17,3.12,309.5,4.4,1.09
2012,2,16,2.09,3.3,5.31,319.44,1.24,1.21
2012,2,17,-0.09,2.69,6.52,329.38,6.11,1.1
2012,2,18,1.9,3.17,4.73,321.38,3.49,1.32
2012,2,19,4.09,3.48,2.23,246.0,7.76,0.75
2012,2,20,6.39,4.94,2.11,110.75,1.11,2.09
2012,2,21,7.4,5.49,2.29,100.19,1.3,1.98
2012,2,22,5.62,4.88,3.25,71.56,0.69,1.35
2012,2,23,6.05,4.82,3.17,104.38,3.85,1.8
2012,2,24,6.68,4.64,5.47,318.19,6.76,1.05
2012,2,25,9.09,5.49,5.19,320.88,8.43,0.64
2012,2,26,5.9,5.13,3.19,225.88,0.82,1.38
2012,2,27,3.83,4.21,4.45,45.25,0.51,0.88
2012,2,28,0.22,2.44,5.31,299.5,5.88,1.29
2012,2,29,3.09,3.6,4.74,279.44,2.94,1.46
2012,3,1,3.75,3.36,1.38,176.75,3.76,1.75
2012,3,2,5.93,4.03,3.53,311.25,3.59,1.83
2012,3,3,8.1,4.64,6.32,320.88,8.71,0.74
2012,3,4,5.54,3.6,2.43,257.81,7.71,1.06
2012,3,5,6.8,5.13,2.53,65.06,1.08,1.47
2012,3,6,6.4,4.88,3.03,115.62,0.98,1.56
2012,3,7,5.07,4.94,3.01,91.38,0.49,0.61
2012,3,8,4.47,4.88,3.5,80.94,0.42,0.71
2012,3,9,4.93,4.94,3.12,61.81,0.44,0.77
2012,3,10,5.4,4.33,3.59,81.5,0.43,0.74
2012,3,11,2.83,3.78,3.3,119.12,0.58,1.13
2012,3,12,3.37,4.21,2.88,141.94,1.4,1.71
2012,3,13,4.7,3.54,3.94,28.69,2.17,2.65
2012,3,14,5.92,4.15,3.57,308.94,8.01,1.12
2012,3,15,7.48,4.58,5.68,326.19,4.9,2.21
2012,3,16,6.97,4.58,2.62,233.31,8.42,0.98
2012,3,17,8.78,5.62,1.8,175.31,6.35,1.61
2012,3,18,10.05,5.92,1.88,235.0,8.42,1.05
2012,3,19,11.55,6.47,1.86,182.38,6.05,1.45
2012,3,20,13.59,6.47,2.12,226.56,6.41,1.55
2012,3,21,15.27,6.1,1.38,232.38,7.25,1.39
2012,3,22,12.73,5.68,2.35,141.88,8.71,1.08
2012,3,23,12.19,5.8,2.08,154.75,6.41,1.95
2012,3,24,14.01,5.74,1.39,196.31,5.96,1.94
2012,3,25,13.81,5.8,1.7,147.25,3.28,2.8
2012,3,26,13.13,6.16,4.48,289.31,6.86,1.55
2012,3,27,10.39,5.31,2.64,163.19,7.76,1.38
2012,3,28,11.65,5.07,2.79,242.38,7.13,1.62
2012,3,29,11.99,5.43,2.79,266.75,8.32,1.25
2012,3,30,11.89,6.29,3.92,306.19,3.11,2.1
2012,3,31,11.91,5.8,2.85,246.12,6.66,1.73
2012,4,1,12.69,6.04,4.2,286.44,2.84,2.71
2012,4,2,8.3,4.76,2.38,126.88,7.55,1.57
2012,4,3,10.87,6.47,2.79,130.19,4.48,2.23
2012,4,4,12.25,7.69,2.88,112.81,0.54,0.98
2012,4,5,12.55,7.87,2.18,92.31,0.69,1.32
2012,4,6,14.37,8.24,2.42,197.25,2.45,2.51
2012,4,7,14.83,7.63,2.78,233.62,4.98,1.96
2012,4,8,13.61,6.84,4.0,257.25,4.91,1.92
2012,4,9,8.33,5.19,4.39,165.5,1.01,1.76
2012,4,10,8.26,5.13,1.5,168.31,2.29,2.62
2012,4,11,10.03,5.55,3.02,161.31,3.66,3.15
2012,4,12,12.79,6.53,1.77,185.19,5.38,2.48
2012,4,13,13.57,7.87,4.89,113.69,0.77,1.47
2012,4,14,14.62,8.67,5.12,167.69,1.1,2.27
2012,4,15,13.96,6.77,3.88,225.69,7.03,2.27
2012,4,16,13.32,7.02,3.9,195.0,1.85,2.74
2012,4,17,14.58,8.54,4.15,139.06,0.67,1.42
2012,4,18,12.36,7.57,5.84,211.69,0.71,1.53
2012,4,19,13.4,6.59,4.14,250.5,4.32,2.45
2012,4,20,13.75,7.32,3.34,195.69,2.76,2.09
2012,4,21,14.1,6.35,4.44,273.81,7.94,1.71
2012,4,22,14.15,5.86,2.87,263.88,7.83,1.54
2012,4,23,16.08,6.71,2.53,224.62,6.69,2.73
2012,4,24,17.14,7.87,3.02,200.0,5.51,2.72
2012,4,25,17.33,7.87,3.99,201.38,8.5,1.79
2012,4,26,16.97,5.8,3.32,288.38,10.52,1.17
2012,4,27,17.47,6.9,2.25,95.94,9.49,1.27
2012,4,28,16.65,8.12,3.5,117.81,1.1,2.31
2012,4,29,19.36,7.26,3.63,62.81,10.32,1.04
2012,4,30,20.61,6.96,1.91,131.0,10.33,1.06
2012,5,1,21.2,7.14,2.07,105.12,9.35,1.4
2012,5,2,22.08,7.57,1.51,130.81,10.15,1.11
2012,5,3,21.8,8.24,1.77,122.12,6.74,2.08
2012,5,4,21.52,8.91,1.62,192.81,5.37,2.43
2012,5,5,20.12,8.06,2.8,251.25,10.4,1.16
2012,5,6,20.51,7.32,2.78,276.06,7.98,2.05
2012,5,7,21.84,8.06,2.05,241.56,4.78,3.45
2012,5,8,21.17,9.22,2.05,97.56,3.66,3.01
2012,5,9,19.62,9.46,1.96,80.12,4.44,3.05
2012,5,10,19.73,9.22,2.09,62.81,5.78,2.49
2012,5,11,20.8,9.52,3.48,98.75,3.17,2.98
2012,5,12,22.12,9.28,3.76,139.38,4.79,2.36
2012,5,13,22.02,9.03,2.36,252.75,4.6,3.42
2012,5,14,17.89,10.31,4.84,123.44,1.01,2.07
2012,5,15,17.19,8.61,3.82,249.31,1.75,2.84
2012,5,16,17.28,7.69,3.17,245.88,6.26,2.41
2012,5,17,16.4,8.12,2.67,248.75,1.35,2.47
2012,5,18,13.35,7.57,5.65,288.81,1.14,2.02
2012,5,19,17.05,8.3,2.96,245.31,7.52,2.26
2012,5,20,18.58,8.97,1.73,190.62,6.94,2.42
2012,5,21,17.98,9.7,3.54,127.38,1.04,2.14
2012,5,22,18.19,8.79,4.3,201.31,3.75,2.87
2012,5,23,17.96,7.87,2.48,259.0,5.4,2.64
2012,5,24,17.34,8.54,1.59,122.31,3.95,3.14
2012,5,25,18.53,9.22,1.95,255.12,3.69,3.51
2012,5,26,18.08,10.44,2.79,171.5,0.76,1.5
2012,5,27,16.72,10.07,1.19,297.94,1.55,3.14
2012,5,28,17.41,8.0,5.55,313.44,7.9,2.22
2012,5,29,18.51,7.69,2.09,278.25,3.4,3.16
2012,5,30,17.44,7.87,1.83,312.62,3.71,3.31
2012,5,31,19.73,8.79,2.09,300.88,7.03,2.34
2012,6,1,20.85,9.58,2.0,217.88,6.89,2.45
2012,6,2,21.8,10.25,2.2,133.56,8.98,1.8
2012,6,3,23.12,10.56,2.19,134.75,8.57,1.95
2012,6,4,23.3,10.74,2.69,145.5,9.51,1.68
2012,6,5,21.51,10.25,3.02,264.88,3.39,2.77
2012,6,6,20.74,8.18,5.7,329.94,9.38,1.69
2012,6,7,21.8,8.36,2.91,275.19,10.97,1.05
2012,6,8,23.43,10.5,2.04,167.75,10.52,1.19
2012,6,9,26.04,10.93,1.77,150.44,9.92,1.38
2012,6,10,26.2,12.15,2.59,123.88,8.71,1.75
2012,6,11,26.02,10.74,3.09,154.62,10.05,1.41
2012,6,12,26.84,11.17,2.38,190.94,11.44,0.93
2012,6,13,28.22,11.35,2.12,223.44,11.14,1.01
2012,6,14,26.94,9.83,4.02,296.06,11.21,1.02
2012,6,15,26.73,10.86,1.23,150.44,9.81,1.59
2012,6,16,26.21,10.01,2.91,97.12,9.73,1.51
2012,6,17,25.42,8.91,3.9,83.81,11.54,1.02
2012,6,18,25.85,7.75,3.6,74.94,12.05,0.84
2012,6,19,27.24,8.61,3.59,64.44,11.11,1.19
2012,6,20,28.25,9.09,3.4,110.81,11.19,1.04
2012,6,21,28.64,8.12,2.75,113.19,11.4,0.96
2012,6,22,29.6,8.48,2.22,119.44,10.42,1.22
2012,6,23,30.37,9.77,1.95,148.5,8.24,1.9
2012,6,24,29.84,11.66,1.48,132.5,5.03,2.27
2012,6,25,27.62,12.21,2.55,141.69,8.6,1.86
2012,6,26,29.0,11.41,2.33,236.06,8.37,1.99
2012,6,27,25.71,9.34,1.99,150.75,5.32,2.94
2012,6,28,25.08,9.22,2.52,139.06,10.07,1.43
2012,6,29,26.58,9.58,1.7,133.31,8.82,1.88
2012,6,30,27.43,10.13,2.05,129.5,8.01,2.12
2012,7,1,27.15,10.01,2.97,118.38,8.01,2.06
2012,7,2,26.19,9.03,3.49,112.5,10.05,1.46
2012,7,3,25.8,7.51,2.98,134.31,10.96,1.16
2012,7,4,27.32,7.45,2.06,138.19,10.66,1.19
2012,7,5,29.3,7.69,2.09,263.94,9.66,1.53
2012,7,6,29.7,10.44,3.04,148.44,7.64,2.02
2012,7,7,29.83,11.29,1.39,183.5,6.11,2.56
2012,7,8,31.08,9.89,1.69,207.75,7.5,2.26
2012,7,9,31.06,11.41,2.35,139.31,7.91,2.12
2012,7,10,30.6,12.76,3.1,158.81,6.8,2.45
2012,7,11,31.07,10.56,1.86,243.19,8.83,1.57
2012,7,12,31.94,8.48,2.35,261.88,10.58,1.22
2012,7,13,30.22,10.13,3.03,177.81,9.45,1.54
2012,7,14,30.4,11.05,2.34,131.69,10.0,1.28
2012,7,15,31.62,11.35,2.23,150.5,9.24,1.56
2012,7,16,32.77,10.56,1.64,223.19,10.06,1.27
2012,7,17,28.71,9.77,3.34,186.69,3.46,3.41
2012,7,18,28.3,9.95,1.71,123.5,8.08,1.86
2012,7,19,28.05,8.73,1.91,123.31,9.79,1.39
2012,7,20,28.58,9.77,1.84,161.62,10.05,1.31
2012,7,21,29.72,9.28,2.21,128.75,10.6,1.08
2012,7,22,29.49,10.62,2.66,145.31,7.87,2.01
2012,7,23,30.07,10.44,3.14,86.88,9.19,1.48
2012,7,24,29.2,12.21,3.49,106.62,5.9,2.84
2012,7,25,29.55,13.49,2.32,148.25,6.2,2.67
2012,7,26,31.12,12.7,1.71,261.19,6.4,2.5
2012,7,27,31.13,12.45,2.09,170.75,5.81,2.54
2012,7,28,30.8,11.05,1.99,213.25,7.11,2.1
2012,7,29,32.58,10.31,1.75,261.88,8.68,1.61
2012,7,30,32.07,10.86,2.17,141.44,6.7,2.25
2012,7,31,31.26,10.44,2.41,161.5,7.91,1.87
2012,8,1,28.05,11.72,1.47,177.0,2.44,3.1
2012,8,2,28.07,10.44,1.87,192.44,5.39,2.61
2012,8,3,28.98,9.34,1.99,265.31,7.25,2.04
2012,8,4,29.79,10.56,1.8,173.44,8.03,1.74
2012,8,5,30.67,10.68,1.98,134.62,8.33,1.57
2012,8,6,31.57,10.31,1.71,144.56,7.57,1.83
2012,8,7,32.89,9.95,2.27,102.25,6.97,2.18
2012,8,8,32.88,9.52,2.23,205.38,7.77,1.83
2012,8,9,30.12,12.82,3.09,129.81,5.26,2.52
2012,8,10,27.64,11.84,2.41,108.81,4.45,2.32
2012,8,11,25.73,11.78,2.65,217.38,3.53,2.81
2012,8,12,24.61,11.05,2.35,242.44,7.4,1.91
2012,8,13,24.65,11.29,2.16,168.94,7.02,1.99
2012,8,14,25.9,11.66,2.08,179.69,7.41,1.75
2012,8,15,27.29,11.78,1.35,240.06,8.45,1.56
2012,8,16,28.05,9.89,1.7,201.94,8.89,1.33
2012,8,17,27.19,11.78,1.91,122.12,5.07,2.7
2012,8,18,26.62,11.29,2.54,122.5,7.86,1.52
2012,8,19,26.39,10.8,2.36,125.88,6.07,2.23
2012,8,20,26.73,9.46,2.28,114.06,7.01,2.05
2012,8,21,27.97,9.52,2.17,102.75,9.66,1.0
2012,8,22,30.17,9.28,2.06,161.56,8.6,1.37
2012,8,23,30.94,9.34,1.67,198.19,7.81,1.57
2012,8,24,30.59,9.7,1.95,130.31,6.57,1.87
2012,8,25,30.96,10.13,1.65,117.5,6.5,1.84
2012,8,26,30.22,9.34,2.31,135.44,6.53,1.82
2012,8,27,27.77,9.52,6.59,279.0,6.18,1.94
2012,8,28,25.05,7.26,3.75,207.62,10.11,0.85
2012,8,29,25.12,8.42,1.87,140.19,9.52,0.94
2012,8,30,25.7,9.46,2.05,133.69,8.39,1.24
2012,8,31,25.25,7.87,2.92,130.75,9.11,1.06
2012,9,1,24.6,9.03,2.94,127.31,9.11,1.04
2012,9,2,24.05,8.67,2.85,114.44,9.05,1.21
2012,9,3,23.99,8.91,2.69,131.31,9.09,1.17
2012,9,4,24.54,9.22,2.31,137.69,9.21,0.93
2012,9,5,24.75,10.5,2.84,141.12,8.4,1.22
2012,9,6,25.24,11.66,2.52,162.75,7.01,1.52
2012,9,7,25.89,9.46,2.67,218.06,3.82,2.35
2012,9,8,24.51,10.74,1.83,130.06,6.14,1.71
2012,9,9,25.48,9.03,1.78,157.94,8.9,0.92
2012,9,10,23.89,9.16,3.41,122.56,5.68,1.95
2012,9,11,22.33,8.85,3.41,113.31,6.13,1.75
2012,9,12,21.82,9.22,2.6,144.69,5.59,1.89
2012,9,13,22.3,10.74,3.93,137.62,4.16,2.42
2012,9,14,22.96,13.79,6.64,123.69,0.72,1.35
2012,9,15,20.27,13.12,2.95,207.25,0.62,1.21
2012,9,16,18.8,11.72,2.48,217.94,0.88,1.7
2012,9,17,20.75,11.29,2.93,152.88,1.27,2.03
2012,9,18,21.19,11.41,2.54,87.12,3.76,2.18
2012,9,19,20.98,11.41,2.1,125.19,4.51,2.11
2012,9,20,21.91,11.72,2.09,207.81,2.59,2.42
2012,9,21,16.14,6.1,7.77,327.5,9.05,0.85
2012,9,22,16.54,5.31,3.23,282.69,10.27,0.59
2012,9,23,19.61,7.08,1.78,210.81,9.39,0.7
2012,9,24,21.23,9.09,1.98,133.19,8.41,0.92
2012,9,25,22.9,10.31,1.53,246.38,6.22,1.61
